title,content,tags
Why isn't a Sourdough starter unsanitary?,"Letting a bowl of flour and water go bad in a warm corner seems problematic at best.
I'm willing to believe there is some process that goes on to limit pathogens, but reading around this doesn't seem to even be considered.
","food-safety, bread, food-science, sourdough"
How to thicken Thai curry,"I made some Thai red curry a few days ago. It turned out pretty well. The only problem is that it was fairly runny. I thickened it up with a slurry which helped a bit. I doubt a roux would have any more thickening power. I'm sure there's got to be a better way. Thanks in advance!
","thickening, curry, thai-cuisine"
Buttermilk substitute for making creme fraiche?,"I want to make creme fraiche. I have 2 cups of heavy cream, but I can't find any buttermilk in my Country. I've read that it can be substituted with lemon juice, or vinegar mixed with milk. The problem is that for creme fraiche you need the bacteria from the buttermilk right?
So how can I substitute my buttermilk for this recipe?
","substitutions, yeast, fermentation, creme-fraiche"
Can I subsitute grapefruit for either lemon or orange in baking,"I want to bake a cake but i don`t have either an orange or a lemon. I have grapefruit. Can I use it?
",baking
What is the best flour to use for pizza dough?,"I've been making pizza dough and the recipe says to use ""good quality flour"" but I'm not sure what it means? Are there differences in quality between different types of flour and how can I tell?
","flour, dough, pizza"
What's the size of the plastic cup that came with my rice cooker?,"I have a cheap-o rice cooker that works fine for me.  It came with a plastic cup to measure 1, 2 or 3 ""plastic cup"" units of rice.  Water is added to match the '1', '2' or '3' mark in the cooker bowl.   It was great until the cup vanished.  
Now how to pour in the right amount of rice?
Do all rice cookers use the same standard ""plastic cup"" unit?  By any luck, would it be exactly 1 cup, or 1/2 cup, according to a standard measuring cup?  Maybe I could dump rice and water into the bowl in any amount as long as they're in the right proportion by volume.   Meeting the '2' or '3' mark isn't important, actually, just getting great rice in the end.
The actual model I'm using is CKRVRCM061 and yes, of course I could google it, but it would be great to have a general answer which could apply to any cooker I or anyone will use in the future - for those of us with a talent for losing small important items!
","measurements, rice-cooker"
Over easy eggs sticking in copper pan,"I was given a new copper pan and tried to cook my over easy eggs in the pan without butter, as it says in the ads.
However, the eggs stuck in the pan horribly. I usually use butter to cook even in my other not stick pan and they come out fine. What am I doing wrong?
",fried-eggs
Are Pull N Pak plastic bags appropriate for storing raw or cooked meat in freezer snd vegetables in fridge?,"Pull n pak plastic bags http://www.crownpoly.com/pull-n-pak/  are freely available in supermarket at produce and meat sections.
When i buy a package of 12 drumsticks or a jar of chicken livers, I plan weeks to  eat them. So I use the pull n pak bags to separate them, either raw or cooked, into portions per meal. 
But since the bags are plastic, 
are they appropriate for storing raw or cooked meat in freezer? Is it better to use glass food containers such as Pyrex thanPull N Pak plastic bags?
Are they appropriate for storing raw vegetables in fridge?
Thanks.

http://www.crownpoly.com/main/wp-content/uploads/2017/01/PNP-Self-Opening-copywrite-2.jpg

","food-safety, storage-method"
Why is my lemon pie crust so wet?,"Why is my lemon pie crust wet? I am not sure what to do. I have tried many things but nothing helped. 
I cooled the whole pie, then refrigerated it. When I took it out the next day, the lemon filling was great but the crust was wet and soft. It spoiled the whole pie.
","pie, crust, lemon"
Is it ok to microwave veggies without water instead of blanching them in a pot of water?,"Whenever I see a recipe which requires me to blanch vegetables for a few minutes, I microwave them instead.  It's sometimes faster, I don't have to get a pot dirty, and I don't usually have to dry the vegetables afterwards.  The microwave seems to do a very good job of par-cooking any vegetable which is cut up into small, uniform-sized pieces.
However, I've never seen a mainstream cookbook recommend microwaving instead of blanching.  Is there a reason for this?  Am I losing flavor or texture I would get with blanching?  Or is this just one of those bits of propaganda one learns in Chef School, like how garlic presses are evil?
So, is microwaving vegetables to cook them a fine substitute for blanching them, or am I Doing Things Wrong?
","vegetables, microwave"
Microwave pudding sediments,"I tried making pudding in the microwave for the first time. I took 20 g rice starch and 250 g milk. First made a slurry, then mixed the rest of the milk, constantly stirring. Then added 10 g sugar and half a tablespoon of vanilla extract, and stirred well again. The mixture was fully homogenous. 
I put it immediately in the microwave at a low setting, and turned on for 3 minutes. It was still really liquid, so I put it in for another 3. When I took it out the second time, it had built a skin. I tried stirring it in, and suddenly realized that all the starch has sedimented on the bottom and has half-gelled there. Stirring with a spoon only broke it up into solid pieces. 
I blended it smooth, cooked it some more, and got a thin, reasonably smooth pudding. But the question is, how should I have prepared it from the beginning to make it in one go, without a blender?
","microwave, pudding, starch"
How can I Saute Liver & Onions and keep the liver moist?,"What I'm looking for specifically is a way to keep the liver from getting chewy or rock hard (yes those have been the outcomes of the the first two attempts). I'm not doing much with the liver (except salt) before cooking and only using olive oil in a copper pan - Any ideas?
",liver
"Which type of chicken to use in a recipe if called for a ""hen""?","I have an old recipe titled Minced Chicken. It's a casserole type dish. It says to use 1 hen, cooked and minced. What type of hen is this referring to? I found a cornish hen at the store but it was small, I didn't feel that this was the right type to use.
","chicken, casserole"
How do I prevent salmon sticking to the BBQ grill?,"I love a good BBQ and cooking steaks & sausages etc are no problem.
However, whenever I put the salmon fillets on the BBQ (skin side down), no amount of oil seems to prevent them from sticking to the grill.
When I try to remove the fish from the BBQ, it just falls apart and the skin stays stuck to the grill.
What can I do to prevent this?
","grilling, barbecue, salmon"
What's optimal hardness for a kitchen knife blade?,"Many knife manufacturers provide the hardness value for the knife blade in the specifications - like 53HRC or 57 HRC.
What's the optimal hardness for kitchen knives? Do I always prefer the ones with higher hardness all else being equal?
","equipment, knives"
What are these white 'bits' in my nutella,"

I recently discovered an ancient, sealed jar of Nutella at the back of a cupboard. Like, really ancient! Like, it claimed it expired in 2012!
When I open it, there are all these white 'bits' on the surface.
They don't at ALL look like mold or fungus - they're definitely not spores, to my eyes. My first thought is that they're ""granules"" of fat that have ""condensed"" together in some manner? Perhaps kinda like bloom on chocolate?
Does anyone have a better or more certain answer?
Obvious follow up... do the white bits indicate that it's unsafe to eat?
The expiry date doesn't concern me at all - if it looked fine and tasted fine then I'd eat it; if it were clearly moldy, then I might scrape the moldy layer off, microwave it and eat it.
","fats, food-identification, mold"
How many cups is 8 whole peaches equivalent to?,"I have some fresh peaches that have been peeled and sliced and mixed with some sugar and a little lemon (approx 1/2 a bushel).
All the recipes I can find only call for  ""8 peaches"" or similar values. But my peaches are already cut up. 
Does anyone have a suggestion as to how many cups of peaches is equivalent to 8 peaches? 
","recipe-scaling, peaches"
Salt free grain and/or seed bread,"I'm looking for a good recipe for salt free (for health reasons) bread with grains/seeds.
A user named Stephie said she makes saltless bread with grains or seeds, but as I don't have enough ""experience"", I'm unable to comment on her post to ask for the recipe.
If anyone has a good recipe, I'd really appreciate it. I am able to use salt-free substitute (ie potassium carbonate) for the taste, but I need it to be low or no sodium.
Thank you :-)
","baking, bread, salt"
What is the authentic way to cook pierogi?,"I've been buying pre-packaged pierogi from Trader Joe's and local Polish delis. But I can't seem to get a straight or consistent answer on how you are supposed to cook them. Should you steam pierogi, boil them, or saute them with butter?
","boiling, sauteing, steaming, dumplings, polish-cuisine"
Can ricotta be made from powdered whey?,"1. There are many recipes for making ricotta cheese from fresh whey leftover after cheese. Although I searched Google trying to find making ricotta from powdered whey, I couldn't find anything. A soft cheese, paneer, can be made from powdered milk (much improved with adding a little butter to the hot milk first) which makes me wonder about using powdered whey.
I didn't want to make the question title too long but since my question is still about making ricotta from whey.
2. Could ricotta be made from the whey left after making paneer since I make paneer?
Traditional cheeses are made from milk curdled by the addition of rennet. Paneer is made from milk curdled by adding vinegar or citric acid (lemon juice). I'm not certain if the whey from these methods are different enough to affect outcomes where one would work and the other wouldn't. Does anyone know or tried either method? 
",cheese-making
Rolling out dough,"Looking for a process to speed up rolling out dough to be  used for cheese Pockets or fruit pockets . We're using an eighth of a cup of dough and we want to flatten it so that it can be filled flipped over and sealed, looking for a faster process than by hand,
",dough
The importance of timing to adding spices,"From beer making, we learn that the earlier in the brewing process we add an ingredient, the more it contributes to taste, while the later we add the ingredient, the more it contributes to aroma.
Does this translate to other cooking, too?
",seasoning
What factors lead to rich crema on espresso?,"I love espresso, especially when it has a rich crema (the head that forms on top of a well made shot). I notice that some cafes produce this consistently while others never have more than a wisp on top. Which of the many factors that go in to pulling good espresso shots specifically contribute to the crema?
","coffee, drinks, espresso"
Simple stone ground flour bread,"I'm aiming to make a simple bread from as few ingredients as possible; ideally only stone ground whole wheat flour, water, and yeast. I'm having a hard time finding a recipe like that specifically for stone ground flour.
So far this recipe seems closest to what I'm looking for. However, I would prefer to avoid using honey (and sugar) if possible. 
How would I go about modifying this recipe to account for the lack of honey? I'm not even quite sure what the honey is providing in this recipe. 
If it's flavor, I'm fine with the bread having no sweetness. 
If it's for the yeast to eat, I don't quite know how much flour I would want to substitute to make up for the loss of the honey. 
If it improves the texture of the dough or finished bread, I have no idea how to make modifications to the recipe. I've read that with this kind of flour, people have better luck with texture by allowing the flour to soak for longer. 
How can I remove the honey from this recipe and end up with a decent bread?
Edit: oops, I just noticed the comments on the page suggest removing the honey. Could I get a second opinion on that, I guess?
","baking, bread"
Is cooking beans or any other food in metal cans safe?,"Occasionally, I go camping and cook beans over a fire inside of the [what I am assuming is tin] can it comes packaged in (after opening the lid).   Does heating the metal can release any chemicals in the food?   Is it safe? 
I usually have the top of the can open and stir it frequently.  
","beans, camping, fire"
Breadmaker bread not remaining fresh long enough,"I have an issue with the bread we make in our bread maker. My wife claims it is not fresh enough to eat if it is more than 1 day old; however, she will eat shop brought bread that is 2 days old. This leads to the birds in our garden getting fat!
Is there a way to make (or keep) the bread so it is perceived by my wife to be fresh so we can use it on a 2nd day?
","baking, bread, storage-lifetime"
Baked food and Bacilus Cereus,"Is there a difference between baked and cooked food?
As I know cooked food has to be in fridge within 2 hours after the preparation to avoid creating appropriate condition for the Bacilus Cereus spreading, while bread, cake, pie and other baked food we store several days at room temperature.
Does baking destroy Bacilus Cereus and its spores?
","baking, food-safety, bread"
How did people transport food before aluminium foil was invented?,"I know this question does not concern cooking, however I wondered how people transported their food before aluminium foil was invented (circa 1900, which is not too long ago).
Did people in the middle ages only carry preserved food with them on long journeys? Did they transport it in cloth or ceramic? 
This question is really naive, but I want a definite answer.
","storage, history"
"Why do we like dessert, but not extremely salty, sour, umami, or bitter foods alone?","This is a ""soft"" question that's been bothering me for a while.
When cooking savory dishes, we usually try to balance out the five basic flavors (sweet, salty, sour, umami, and bitter) so that none of them dominates. None of these flavors should overwhelm the dish, but when present in the right ratios we will perceive a dish as tasting good.
On the other hand, we also enjoy dishes that are mostly sweet. In Western cultures these are eaten as dessert, usually after the savory portion of a meal, though in some other cultures (e.g. in Japan) sweet foods are traditionally eaten separately from savory meals. We do like having hints of the other four flavors in sweet dishes (e.g. salt in chocolate chip cookies, bitterness in coffee-flavored ice cream, etc.) but sweetness is certainly the dominating flavor.
My question is: why don't we have salty, sour, bitter, or umami equivalents of ""dessert""? In other words, why do we not, for example, have a separate dish at meals which is overwhelmingly sour, which only a hint of the other flavors? Why is sweetness unique in this regard?
","flavor, dessert"
"Keeping crushed ice from melting, without it joining back together","You've got a cocktail party and need a supply of crushed ice through the night without having to continually bring out the blender.
Leave it out and it melts quickly.
Put it in the freezer and it joins back together.
Is there some cheap way of keeping it crushed like those super-expensive, super-unreliable Iced-Coke/Slurpee machines do?
",cocktails
Why is my espresso salty?,"We've got a fancy espresso machine in our office kitchen. (It's apparently the kind they used to use at Starbucks stores before they switched over to a more automated ""point-and-click"" type system.) I was trained on how to use the machine by an old pro, and have been successfully making delicious cups of espresso for a few months. 
Lately, my espresso tastes distinctly salty. 
I haven't changed the process at all. It has happened on a few separate days, with many other people using the machine, so I doubt it is an issue related to the substance used for cleaning the machine (since I believe that would have been flushed out between my attempts). I haven't heard any other complaints from the 50 (or so) other people who use the same beans, grinder, and espresso machine. 
It's a mystery to me, but salty coffee is gross, so it's a mystery that needs solving. (My theory is that I've unwittingly altered my method in some tiny way that I haven't noticed, and that has changed the taste of my espresso. I just don't know what that alteration was!)
Edit: I had a thought: This morning, I made a cup that was salty enough that I didn't want to drink it at all. I poured it out and made another from the other basket on the same machine. It was salty, but drinkable. Potential clue?
'nother edit: Yesterday, my coffee was less salty. The only difference in my method was that I rinsed the basket for way longer than I usually do. It still tasted a little bit off (in the salty direction), but not nearly as bad as previous cups. 
","coffee, espresso"
How long can you soak morel mushrooms before they go bad?,"We got some morels from a friend and soaked them in salt water in the fridge. That was Friday. It is now the following Thursday, and we just took them out of the water and cut them down. Bad memory! The water was getting pretty brown but wasn't cloudy. Did the sniff test, and they smell like salt, but I don't know if mushrooms would have a rotten smell anyway. The consistency feels fine. Put them in the fridge in an open bag. Should I throw them away, or will they be okay? Are there any ways to know if morels are getting rotten?
","storage, mushrooms"
How can I make cookies without any sugar?,"I'd like to try making some sugar-free cookies, which means no refined or ""natural"" sugar (honey, came syrup, etc.).  I'll be trying to use stevia instead.
The obvious problem is that sugar is very important to cookies structurally, not to mention caramelization.  Even if stevia were to caramelize, there won't be enough in the recipe to be sufficient for the taste.
So, are there any other agents I could use to counter these problems?
Related: Does Splenda caramelize?  (No.)
","substitutions, sugar, cookies, caramelization, sugar-free"
How can I get my bread to be more fluffy and less dense?,"I've been making bread for a while now, but I can never get it to rise enough. The bread comes out really dense, so it's not very useful for sandwiches. I give it ten minutes after kneading, bash it down again, then another hour before baking. I've tried adding sugar as well but this hasn't made much impact.
","baking, bread"
Can I steam-cook food in a distiller?,"I have a counter-top water distiller which I have been using to make distilled water, and it's been working fine for this purpose. Recently, my artichoke plant has produced artichokes ready for harvest, and I had the idea I could use the distiller to steam-cook them.
The possible advantages I can think of are:

Distiller would automatically shutoff when the water is boiled away.
I could set the cooking time by how much water I put in.
No steam escaping into the environment. (I live in a small room, and it gets damp in here too easily.)
Producing distilled water at the same time.

However, the possible disadvantages I can think of are:

Contaminants from the water might splash up and ruin the food.
Difficulty finding a stand to keep the artichoke out of the water.
The particles of artichoke might contaminate the steam, causing the distiller's charcoal filter or even the inside of its pipes to clog.

Anyone actually try this or know of probable problems I haven't thought of?
Here is the distiller I have: http://www.amazon.com/Water-Distiller-Countertop-Enamel-Collection/dp/B00026F9F8?ie=UTF8&ref_=cm_cd_al_qh_dp_i
",steaming
Cast Iron and Smoke,"I've had my cast iron for several weeks now and have been able to cook with it about 10 times. The problem is, the amount of smoke, and timing of it, have me thinking I'm doing something wrong...
I seasoned it 3 times with canola oil (put in oven at 500 degrees for 1 hour), and only cook with avocado oil (because of its high smoke point).
After letting the pan pre-heat on the ""4"" setting on the stove (medium heat basically), the smoke appears right when I place the oil in the pan. Now, avocado oil is suppose to have one of the highest smoke points, and for the pan to start smoking at medium heat has me very very confused.
Here are photos of the pan and oil I use


While there is no indication on the oil of it being refined, it advertises on multiple sections of the container that it is intended for high-heat cooking. As for the pan, while there are uneven patches, the surface is smooth and undetectable if you run your finger over the sections.
Any help would be greatly appreciated!
","oil, cast-iron, smoking"
What is special about pierogi dough?,"I wanted to make home-made pierogis. Is there a special dough that needs to be used?  I wanted the pierogis to be fairly thick - what type of dough would work best?
","dough, dumplings"
Why do grape-flavored foods taste different than actual grapes?,"Grapes are one of my favorite fruits, but I typically don't like grape-flavored foods. For example, grape jelly or grape candies (like Jolly Ranchers) have a distinctly different taste. I imagine some of the taste perception has to do with water content. Why is it so different?
","flavor, grapes"
Sous vide pasteurization for pregnant wife,"long time StackOverflow user (and home cook). My wife is now almost 5 months pregnant, and whilst initially I didn't want to serve her sous vide food (she didn't want any) 5 months of non sous vide meals has taken its toll on her!
After looking into sous vide pasteurization it would seem that as long as food is pasteurized, it is super safe (if not safer than any other method).
So am I right in thinking, that as long as food has reached its pasteurized temp for the right time, there are no food safety issues (regarding pregnant women etc).
So technically I could serve her a rare(ish) steak, cooked at 136F, if I slow cooked it over say 8 hours?
Likewise, the first meal I was going to attempt was sous vide ribs, 8 hours at 164F (to be safe). 
Thanks!
","sous-vide, pasteurization"
Baking Italian love cake,"Can I make 2 round love cakes in pans lined with parchment, then remove them from pans, stack and frost?  Does this change cooking time?
","baking, parchment"
How to store a banana that was cut in half to preserve the other half?,"I can usually only eat about half of a banana, and usually when I get sick of it I just throw it away. In the past, I've seen bananas cut in half at hotels and other places that provide breakfast, etc, and thought maybe I could do the same - just cut it in half, eat one half now, and eat the other half later.
My question is, how do I need to store a banana that is cut in half like this? Obviously the bottom part of the banana is exposed to the air and not protected by the peel. As well, how long can I keep a half banana around before it just plain goes bad? Or does the fact that it's cut in half even affect how it should be stored / how long it keeps?
","storage-method, bananas"
Chilled puff pastry vs frozen,"Just found out there's actually two kind of puff pastry in my local supermarket, one called chilled and one called frozen. Do anyone know the difference? 
Some people said the chilled one is fresher as it's kept in normal fridge not frozen. But then I'd also want to know if I have left over of this chilled puff pastry sheet can I freeze them for storage?
",puff-pastry
Can beef stew be reheated several times?,"I purchased 2 pound of meat, and the same day cooked it into a stew.  For dinner I had a small amount of it, and then put the pot into the refrigerator.
The next day for lunch I would like to reheat the entire pot of stew to boiling temperature, let it cool to eating temperature, eat some, and afterwards put the entire pot back into the refrigerator.
I would like to repeat this pattern for a few days.  I am told there is a risk of bacterial contamination, and the proper way is to only reheat the small amount I want to eat each time, not the entire pot.  But as long as I reheat to boiling temperature, is that really true?
",reheating
Why mixing hot syrup (sugar + water) into yolks in sabayon?,"Recently I browsed for tiramisu recipes where ricotta replaces the mascarpone.
In this particular (italian) recipe the sabayon is started by adding hot syrup to whipped yolks: I have always mixed crystal sugar to yolks. 
What is the point of using hot syrup instead of sugar?
","eggs, dessert, melting-sugar"
Should I flip a roasting chicken in lieu of having a rotisserie?,"I don't have a rotisserie, but would love to impart some of the flavor that seems to come with rotisserie cooking.  The rotisserie chickens I've had were significantly juicier and more flavorful than the roasted chickens I've had in the past - plus the skin seems to be much crispier all the way around.
I feel that besides the crispier skin, one of the benefits of using a rotisserie is that the filling (herbs, garlic, etc - but specifically liquids like lemon) will coat the entire inside while the bird rotates, instead of just ""sitting still at the bottom"" during roasting.

Will flipping the chicken during roasting help with a more even crispy skin?
Will flipping the chicken affect/enhance the flavoring that comes from what I put inside the chicken?
If I should flip it, how often?

I should add that the chicken won't be sitting in liquid, I use a modified version of this recipe, which may make a difference when answering.
I am aware of this question about rotisserie beef, which is about why a rotisserie is better, but does not seem to address how one can get closer to a rotisserie style chicken in the oven.  Tim's answer is related, but assumes the chicken is sitting in liquid, and mine will not be.  
","chicken, oven, roasting"
Vanilla extract cups vs spoon,"My daughter got confused and added 2 cups of vanilla instead of 2 spoons in a cake recipe.
We were done mixing the ingredients, but we want to salvage the cake. What can we do?
",cake
what's a good technique for pasteurizing eggs?,"I tried to make homemade eggnog last Christmas. It turned out fine, but the eggs were an issue. I thought about buying pasteurized eggs but they would've run me $12 for two dozen, which seemed obscene. 
Pasteurization was important because my young child might have wanted some eggnog, so it needed to be very safe. 
So I pasteurized the eggs by heating them a little at a time in the microwave, stirring, heating etc until they reached 145F. I may have separated the yolks, but can't remember exactly. I read about the technique on a blog. This worked well enough, but I ended up with some chunks of cooked egg in the egg nog. Not a big deal, but I spent a lot of time on this eggnog and was disappointed that it was less than perfect. 
What's a good technique for pasteurizing eggs that doesn't result in chunks and gets the eggs to the correct temperature? 
","eggs, pasteurization"
How many kilos of bread can I produce with one kilo of flour?,"I wish to calculate how economic a breadmaker is compared to store bought bread. Does anyone know how many kilos of bread can be made from one kilogram of flour?
To make it simple, let's say generic white bread and basic simple white bread.
","baking, bread"
How could I use liquid flavorings to make a version of a jelly-topped cookie?,"I recently tried to make jelly-topped cookies (specific recipe was from home, but here's an example recipe) using an assortment of flavors, including maple syrup, homemade sumac syrup, homemade elderflower syrup, vanilla flavoring, and a pandan flavoring that I bought at my local Asian market. I thought I could just make a dent in the cookies and fill them directly with the flavorings; I was wrong. I sort of expected the liquids to cook off (which happened), but I thought they would at least leave flavor residues behind (that did not happen).
My goal is to be able to make small amounts of a bunch of different flavors and then use them to bake a single batch of cookies with a diversity of different jelly toppings. I already make homemade syrups for pancakes and marinades and the like; I'm not going to go through all the effort of making and storing dozens of different types of jellies too, not for just the occasional baking day.
So what is it about jelly that makes the flavors last better through the baking process? What would I have to do to a liquid flavoring to make it last through the baking process? If I made a paste out of flour and liquid flavoring, would that hold the flavor? Is gelatin important/useful in order to retain moisture? Any and all help appreciated!
","baking, cookies, jam, jelly"
What do I need to do to use my current recipe for thin-crust pizza?,"When I make pizza dough, I use a variation on Bobby Flay's recipe - instead of 3.5 - 4 cups of bread flour I use 2 cups of bread flour, 3/4 cup AP, and 3/4 cup white wheat, with maybe a touch more AP if the dough is too wet. I also use AP when kneading. This makes 2 ~14"" pizzas for me, which means a fairly thick crust - especially at the edges, which can get 1"" or higher after cooking.
I make 14"" pizzas largely because that's the size stone I have, but also because I can't get the dough to stretch much more without tearing. If I want to make slightly larger / thinner pizzas, do I need to modify the recipe? Is there a difference between thin-crust recipes and thick-crust recipes (and deep-dish)? Or is it a matter of technique before / while shaping the dough? Could I use this to make a truly thin crust pizza, or would I need an entirely different recipe?
Edit: The suggested duplicate is similar, but in my case the dough is able to be shaped exactly how the recipe indicates - yielding 2 ~14"" pizzas. I do not have problems working it to get the yield specified by the recipe, but am instead interested in using this same recipe to make more and/or bigger (thinner) pizzas.
","dough, pizza"
How can I create a scotch egg with a runny yolk?,"I ate a scotch egg at thebreslin.com in New York City.
The dish was clearly cooked fresh and the yolk of the egg was still runny when I cut into it.  It was pretty amazing.
My question - how can I get the yolk to stay runny? Scotch eggs are pretty easy to make with hard-boiled eggs - but soft-boiled?  Is it just a timing thing?
","eggs, deep-frying"
"Should I get a thin, flat bottomed wok to stir fry large amounts of veggies on an electric stove?","Currently I stir fry veggies in a flat non-stick frying pan. It's OK but it doesn't have much volume so I can't cook a large amount of veggies unless I do so in batches, which I don't want to because I'm lazy. I want to throw in a bunch of veggies once, cook them, and be done. I understand that this may have a negative impact on flavour but I'm more interested in convenience.
To deal with this I want to get a wok, basically just to act as large frying pan. My first question is, will this be better than just using a big pot? My intuition is that the curved sides will mean more veggies touching lower, hotter parts of the container, and easier stirring. But maybe this is baloney.
I have an electric stove, and that's not going to change. So I'm going to get a flat-bottomed wok. My understanding is that the wok should get nice and hot and that this is more difficult on an electric stove. The woks I've seen have a wide variety of thicknesses. Should I be getting a really thin wok so that the wok heats up faster and transfers heat more quickly? Again, I'm primarily thinking of convenience. I don't want to stand around waiting for the wok to heat up. However I am fairly prone to burning the things I cook.
Similarly, should I aim for a wok made from a particular material?
Side note: I'm vegan and my wife is vegetarian, so we're not going to use this for meat at all.
","vegetables, frying-pan, wok, stir-fry"
Parboiling potatoes to make them softer in a stew,"I recently made ciambotta (like an Italian ratatouille) on two separate occasions, first using russet potatoes, and once using red potatoes. In both instances, the potatoes (cut into half-inch pieces) came out too firm for my tastes (and my wife's taste). Both times the potatoes spent about 45 minutes all-told simmering in the Dutch oven before being served, and spent multiple days in the fridge as leftovers.
I thought that maybe if I parboiled the potatoes first I'd get better results. But I also don't want to overcook them and make them mushy. I've seen a lot online about parboiling potatoes before roasting them, but nothing about adding them to a stew.
Is parboiling a reasonable strategy here? How risky is it? I want the potatoes to be softer, but I don't want them to be mushy either.
","potatoes, stews"
Multi-nozzle piping rig?,"I need to frost a ton of cupcakes (hundreds) for an event in a few months and I'm looking for something to help me do this. Has anyone ever seen a manual multi-nozzle (like 3 or 4-nozzle) piping gun, or something like that? (Imagine 3 or 4 caulking guns side-by-side.)
This project is too big for a home kitchen and yet too small for large-scale commercial production. I only need this a couple times a year, so it's not worth buying a professional automatic frosting machine. Would it be possible to rent one or run some batches in a commercial production-line bakery? How could I find one? (I must not be searching for the right keywords b/c I couldn't find any online near LA/Orange County).
I'm even willing to make a DIY project out of this but don't know where to start - wood, PVC, duct tape + baling wire?
Any suggestions? Thanks!
UPDATE: The objective is to decorate 3-4 cupcakes at a time while keeping the piping tips handheld in order to allow for the finesse of hand piping. By multi-nozzle, I mean more like this or this rather than this. Only one frosting, no conveyor belt, and not this EZfrost gizmo. Almost thinking a 1:1 pantograph, but to output 3 or 4 finished products at a time. The nozzles could even be hoses coming from a single tube/tank to a bracket with 3-4 tips, remotely kinda sorta like this.
The mechanism could use piping bags or these fillable caulking tubes, just need to make sure they're food safe. And for the nozzle tips, it would need to accept either a standard large decorating tip coupler, or allow me to put the decorating tip on and secure it somehow.
OH, and I have access to a 3D printer! (I just don't know how to create the models.)
For a commercial kitchen, I'm willing to buy ingredients and do all the production there to preserve sanitation. For additional human labor, I had friends and family help me last year, and 26 hours later they all pretty much said they never want to see or hear about another cupcake again in their life... not sure I want to do that to them again.
","equipment, decorating, frosting"
"Which alternative fats, not butter or avocado, are good to make chocolate frosting","This (Allrecipes Chocolate Avocado Pudding) is a great recipe for Chocolate Avocado pudding, which I use as a frosting for cakes. So, sticking away from normal basics for frostings such as butter, what could I substitute for the avocado in this recipe?


Ingredients
2 large avocados - peeled, pitted, and cubed
  1/2 cup unsweetened cocoa powder
  1/2 cup brown sugar
1/3 cup coconut milk
  2 teaspoons vanilla extract
  1 pinch ground cinnamon
Directions
Blend avocados, cocoa powder, brown sugar, coconut milk, vanilla extract, and cinnamon in a blender until smooth. Refrigerate pudding until chilled, about 30 minutes.

","substitutions, chocolate, icing"
"If strring a 65c soup causes small fish to tear up, does it mean it's overcooked?","The fish in question is whitebait, I slowly bring the fish and soup water up to 65c then remove from stove.  During the cooking period I stir the pot to overcome/distrubute higher temperature at bottom of pot. As this happens I notice fish tears apart with stirring.  Considering the water is at max 65c, is the broken fish a sign of overcooking?
If the water is 65c, I would think the fish reaches 50-55 at most or do you think it also reaches 65c?  I can't find any suitable thermometers for whitebait(which are 40-50mm long) so am just going by water temperature and guessing what the fish temperature might be. 
","fish, soup, thermometer, overcooking"
"Can a ""kitchen machine"" appliance and a food processor fully replace each other in baking applications? If not, what are the limitations?","Should I expect that the whisking/dough-kneading abilities of a multi-purpose appliance that appears to more of a food processor, such as the following...

Be comparable to those of a multi-purpose appliance that appears to be more of a stand-mixer (and the other way around)? Does it just come down to the wattage of the motor, or are there other ways of evaluating which might serve the majority of uses best?

","baking, equipment, dough, food-processor"
How can I make sugarless chocolate brownies more moist,"I am making chocolate brownies without sugar using the following ingredients:

cocoa nibs, 1 & 1/4 cups
carob powder, 1/4 cup
margarine, 125 g
flour, 50 g
stevia, 1 tablespoon
vanilla essence, 2 teaspoon
baking powder, 1/2 teaspoon
2 eggs

How can I make the brownie less dry and have more flavor? I don't want to add sugar as it aggravates my skin. 
","baking, brownies, moisture, sugar-free"
What will happen if I leave out hardboiled eggs in water for four weeks?,"Stupid me forgot to take out two, unpeeled hard boiled eggs still in the water before leaving on a 4-week long vacation.
If I just leave them be, will they stink up my apartment with that terrible rotten egg smell they use in fart packs?
Condo management is going to be entering my (rented) unit to test the fire alarm in about a week - would it have stunk up my apartment then?
The only person with the keys is the landlord (who lives far away) and the management. It'd be embarrassing to ask either to dispose of my eggs.
",eggs
Are silicone baking mats safe for heating enchiladas?,"So, I had bought a ready meal (I have broken hand) enchilada, something I've never tried before.  Instructions says 15 mins at 200c with plastic film lid, then take plastic film lid off and a further 15 mins at 200c.  It came in a plastic tray.  I never trust plastic so I took them out and put in some foil in a baking tray and that was big mistake as the underside fused to the foil.  I got a mushy mess.
I have a silicone baking mat which I have never used.  It says heat safe up to 250c on side of box.  It seems ideal but I've yet to try it.  
",reheating
Baking cakes in the Microwave ovens as compared to Electric ovens,"Is there a difference in the output or in the procedure when baking cakes in the Microwave ovens as compared to Electric ovens?
What are the basic and crucial differences found among cakes baked in the above mentioned different equipments?

Question: If we run the microwave (which has a convection feature) on ""grill and convection"" mode only, does it become same as rectangular ""Electric ovens""? Please explain why and how too.
","baking, cake, oven, microwave"
