title,content,tags
UK visitor visa application - should the sponsor letter be hand-written?,"I am sponsoring a visit visa for my Cuban partner. He has 2 previous travel visas as history, and we have provided evidence of his ties to Cuba (stable job, leave of absence, immediate family he supports), plus bank statements for both of us, payslips for me, and statements for 2 pre-pay cards in my name to evidence the source of his savings (although I will be paying all the costs of his trip). I typed and signed my sponsor letter - should I have hand-written it? I thought a typed letter would be clearer to read, but we've been waiting 2 weeks for a decision and I am worried they may think a typed letter isn't genuine and refuse on that basis.
","visas, uk"
"Do I need to have a passport for domestic flights in India after 22nd of January, 2018?","As till 22nd Jan, there is no need to carry passport for domestic flights but what after that? Like do one need to carry passport after 22nd Jan,2018 for domestic flights in India?
","domestic-travel, air-india, connecting-flights"
Multiple entry Schengen tourist Visa requirements from India,"I am an Indian national who will be moving to UK on Work visa (Tier 2) this month end. I plan to visit my fiancee who is studying in University in Barcelona during my off weekends but BLS website for Spain visa shows information only for Single-entry visa nor there's any information regarding that on Spanish embassy website.
As per my Knowledge, one can not apply for multiple entry Schengen visa from UK till they have at least 3 months bank statement (aka can apply for that only after 3 months of work in UK)
Does Spain issue schengen tourist visa (multiple entry) from India? 
","visas, schengen, spain"
Can a US Citizen applying for a Tier 4 student visa after entering the UK?,"I was recently offered an unconditional degree program of study at London Metropolitan University. I would be there for four years and I am very much aware that I need a Tier 4 Student Visa. I just found out a few days ago that I was accepted and I'm due for enrollment at the end of September of this year. 
I'm have a huge time constraint to acquire the funds for the visa application. I can have the maintenance and living fees in my bank account by the end of September, but I don't know if I'll be able to have them there for the 28 days Immigration is requiring. I'm concerned that my visa application will be denied for it if I apply before then.
Is it possible to enter the UK as a US citizen, with a pending Student Visa application, begin my studies at school and then be approved for it? Should I enter the UK as a visitor, begin school, and then, very soon after, apply for my Student Visa once the funds fall into the 28 day period? 
Gathering nearly $14,000 (US) in a few months and holding it for 28 days isn't easy as they stress it has to be. 
","visas, uk, customs-and-immigration, us-citizens, study"
Are all parts of the 'Jesus trail' in Israel open and safe to hike solo?,"The Jesus Trail in Israel is a 65km hiking and pilgrimage trail in Israel that traces the route Jesus is meant to have walked.
I'm not that knowledgable about the different areas of Israel / Palestine / West Bank etc and am wondering if it's all open/accessible and relatively safe - ie no blockades or clear and present dangers.
The route apparently runs from Nazareth to Cana via Sepphoris, Cana to Kibbutz Lavi, Kibbutz Lavi to Moshav Arbel and finally from Moshav Arbel to Capernaum via Mount of Beatitudes.
","safety, hiking, israel, pilgrimages"
UK Tier 4 visa application and surname discrepancy,"I still have time before applying for my Tier 4 (General) visa but, while going through my documents yesterday, I found a slight discrepancy. The name on all my official documents, including my passport and CAS, is ""xxx Ahmad"" but, on my official degree, it is ""xxx Ahmed."" Basically, the change is in my surname of one letter. Will this be a problem while applying for the visa?
How can I resolve this issue as I am not residing in the same country as my university? 
","visas, uk"
Can I return to Germany immediately after I left when my residence permit expired?,"Last year, I entered Germany on August 3, and got my residence permit on August 26 valid until May 31 of this year. I had an Aufenthaltserlaubnis residence permit/work license.
I left four days before it expired, left the whole Schengen and came to the UK.
Can I now re-enter for 90 days? I am Trinidadian and we have the 90/180 rule.
","visas, schengen, germany, working-visas, t-and-t-citizens"
Travelling to New Zealand on visa waiver while work visa is pending,"My wife (a doctor) has the opportunity to work in NZ for several months from a negotiable point in July, and as such has applied for transfer of her medical registration to the NZ medical body, and is in the process of applying for a work visa.
On an non-related basis we were planning a holiday from the start of July to NZ, and as such we already have flights booked for the 27th of June.  It just happened that the opportunity to work came up separately.
As the medical registration will take the next week to finalise (20 days to complete), and the work visa can't be applied for until that has been done, the work visa is unlikely to be issued prior to us departing for NZ on the 27th (it takes 25 days).
We are both UK citizens, and as such can travel to NZ on a visa waiver basis for a holiday visit.
We have enough funds to support a long term holiday, as we were intending on touring NZ and Australia at the same time.
We also seem to be eligible for an electronic visa from NZ, so there shouldn't be any issue with a passport being out of our possession for travel.
I will remain on my holiday visa for the duration, I have no intention to work and I have ample funds for this.
So my question is: if we present ourselves to NZ immigration on arrival with the truth (entering on a holiday visa, work visa pending, if work visa isn't issued then we are happy to carry on with our holiday, otherwise my wife will start work under the work visa) are we likely to encounter any difficulties?
","visas, customs-and-immigration, uk-citizens, new-zealand"
Cancelling my current valid visa to apply for a new Schengen visa as my current one expires mid-trip,"I have a current Schengen visa until the 8th of September, however I'm planning to go to Greece until the 11th. It's literally a matter of days, but I still need a new visa. 
The Greek Consulate has advised me that I cannot apply for a new one while I still hold a valid one. The Swiss Embassy (who issued my current one) has informed me the same, and said that I can 'repeal' my current one. (Not sure if this is the same as ""cancelling"" or 'revoking' my visa). The Greek Consulate however, has said that this would look bad for me in future applications (apparently it will not mention WHY my visa was cancelled) and have suggested that I overstay my visa rather and just pay the fine. That, however, is not an option for me, as I travel to Europe often and would rather not stay in a country illegally and risk being blacklisted for future trips. 
Does anyone have any advice? I really feel like I am being forced to illegally overstay my welcome or change my flights. All I want to do is apply for a new one in the correct and legal manner. 
","schengen, visa-expiration, visa-cancellation, greek-schengen-visas"
Are income tax return and payslip compulsary to apply for a visit visa for Germany?,"I wanted to visit my wife in Germany for one month on visit visa.
I'll get my salary paid in cash, and it is less than 2 lakh per year, so I don't have a salary account, salary slip and ITR.
Are these documents necessary to apply visit visa for Germany?
","indian-citizens, german-schengen-visas"
Previous employment data in DS-160: listing a defunct company,"I've been filling my DS-160 application for a B2 visa, and I notice they ask for information of your previous employers. The problem is, the company I used to work last year is now defunct. I have contact information of the company, even their phone number at the time, but I fear they won't answer anymore. (And phone number is not optional).
Should I write all the phone number anyways? Should I specify something?
","visas, usa, applications"
How to get from Kazakhstan to Urumqi?,"we need to get from Kazakhstan (Dostyk is probably the best choice, but I don't know much about) to China - either Karamay or Urumqi.
We need to book tickets in advance and I can't find online booking anywhere.
As far as I know, the train is leaving from Almaty and takes about 30 hours so the better choice would be a bus, from as nearest to China border as possible because we will have a rented car in Astana so we can get to Chinese borders by the car.
Do you have advices? Can we book a bus or train going from somewhere near the China/Kazakhstan borders?
","china, kazakhstan, silk-road, almaty, astana"
"Where can I find a bus map for Jerusalem, Israel?","Where can I get a map of the bus system in Jerusalem? I'd prefer a paper one, but a digital one will do.
","public-transport, israel, maps, jerusalem"
Job Offered in UK,"I am USA Citizen and a guy from Texas.  Simple minded in all my days in a complex profession.  would have preferred to be a Farmer!
I have traveled to many Countries over the years but primarily on vacation.  I worked in UK years back but all pay was handled within USA, my assignment was temp in England.
I have alleged job offer from older company in UK.
I cannot find much on Maple Energy UK via Google as they are shown to have gone broke about 2015.  Now bankruptcy is common place in oil business these days.   The biggest companies are struggling many ways even.
Of course this company may be on the re-bound and I could be part of the come back along with other efforts of course.
This company has referred a Solicitor/Attorney to me to prepare Work VISA in UK.
This Solicitor has sent me some Immigration forms to fill out that has some info required typically one doesn't let out so easy such as my birth-date and info regarding my Parents.  They also want me to send them a Passport Pic for an ID accompanying the VISA request.
This whole deal seems a bit shady so what to worry about?
","visas, uk, work"
Intercity Buses in Israel,"Is there a Map of intercity bus routes and schedules? i'd like to do some touring in the galil by public transport
","public-transport, buses, israel, maps"
What will happen to Qatar flights from Doha if there is an airspace closure?,"A diplomatic argument between Qatar and its neighbors is currently threatening Qatar Airways operations:

Several countries have cut ties with Qatar, accusing it of supporting terrorism in the Gulf region.
Neighbours including Saudi Arabia and the United Arab Emirates (UAE) have closed their airspace to Qatari planes.

I have a flight going to Pisa via Doha with Qatar Airways. If it's banned from using the Bahrain, UAE, and Saudi airspaces, then what will be its route?
Should I be worried about my flight?
","air-travel, event-based-effects, qatar-airways, qatar"
Which European cities are connected by convenient night boat?,"Each year I go on a city trip with some friends, within Europe. We go around five days, and in recent years we've started visiting several cities in that time.
We have a new idea: to cut down on the time lost travelling in between cities, we could use night boats. They add something special and move us while we would otherwise be asleep in a hotel.
Example: in 2015, the current idea is to fly to Napoli, stay around there a bit, then take the night boat to Palermo and later fly back from there. The boat leaves around 8pm and takes 10 hours, so we have to get up early but otherwise it's a pretty OK night.
Between which other European cities could we do this? Both sides would need an airport in the region, the boat has to leave in the evening, take all night and then arrive in the other city.
","europe, ferries, night-transport"
I am a graduate student traveling to France for a 5-day summer academic workshop at a university. Proof of accommodation?,"The university will be providing temporary accommodation. The website of the consulate I am applying at (http://www.consulfrance-losangeles.org/spip.php?article2904) does not provide information on what type of documentation to show for temporary stay at a university. 
","visas, france, french-schengen-visas, conferences"
Are there walking tours (where you join a group) in Rotterdam?,"A few weeks ago I was in Berlin, which has a huge number of excellent walking tours, many of which are free (you pay a tip at the end). These covered the usual sights, as well as some more interesting less common things. At home in Oxford, your practically can't walk down Broad Street without tripping over a group waiting for one of the few different (again mostly free) walking tours to start.
I'm going to be in Rotterdam this weekend, and I was hoping to find something similar there. However, I haven't been able to find evidence of such tours there! I can find details of self-guided ones, but I ideally want to find one with someone leading a group around offering commentary, pointing out interesting things, answering questions etc.
Do such tours exist in Rotterdam? Or have I just been spoilt by Berlin and Oxford into thinking they're very common, when in fact they're perhaps a bit of an exception?
","netherlands, guides, walking, rotterdam"
Am I allowed to bring 10 lbs whey protein into India,"I am planning to take 10 lbs. of whey protein, as I am going to stay for 1 year in India, and I don't know the origins of the protein market in India. Will I have problems at Customs? Should I declare it? 
I spoke to the call center Chhatrapati Shivaji International Airport (CSIA) and was told I might need to pay 35.05 for the package. Is it only for gold?
","customs-and-immigration, india"
My flight has multiple layovers - is it risky to check a bag?,"I'm packing for a 10-day business trip (across the US) and I'm on the fence about if I want to check a bag or not. I thought I was being clever by saving money and choosing a flight with 2 layovers, but now I'm worried that if I check a bag, there's more of a chance it could get lost in the layover shuffle. What I mean is I'm essentially doubling the chances of something happening to the bag, right? Should I check the bag or suck it up and try to squish everything (and dump all the liquids I wanted to bring) into a carry on?
","air-travel, luggage, layovers"
Are there any rule changes to using a Schengen visa in an expired passport?,"I know this topic has been discussed on this forum previously, but I suppose there I might have been some latest changes. I have a valid Schengen visa, issued by the Slovak Republic, in my expired Indian passport which I wish to use to travel to Germany. I called VFS, and they said though historically it has been okay to travel with both expired and new passport. Recently, some countries in the Schengen area are recommending getting the visa transferred to the new passport or to apply for a new visa. I have the following questions:
1) Are there any recent developments in this matter?
2) Is it technically possible to get a visa ""transferred"" to a new passport? 
3) Is it possible to have a new visa while still having a valid and active one?
","visas, schengen, passports"
"When travelling through Dagestan by car, how far can risks of crime, harassment or political/cultural trouble be managed?","Is it currently safe to travel with a car through Dagestan?
The car has a Russian license plate and both of us travellers (one guy, one girl) look European (with dark hair in case this matters). The proposed route goes from Astrakhan along the coast of the Caspian sea to Lagan, Artezian, Kizlyar, Makhachkala, Derbent and on to Baku with a possible overnight stay in a hotel/guesthouse in Makhachkala.
Considering how close Chechnya and South Ossetia are, how safe would such a trip be?
What exactly are the political, ethnic or cultural problems and such possible risks, and how should one behave to reduce the risk of being a victim of crime or harassment?
","safety, russia, road-trips, extreme-tourism, caucasus"
Should I provide payslips if my salary is deposited into bank account?,"I just want to ask about the required financial documents for the tourism visa to Italy.
It's mentioned that we should provide a pay slips of the last 6 months. What do they mean by pay slips? 
If it's regarding to salary, it's automatically transferred into my bank account. I don't receive any pay slips from my work. What should I provide instead? If the bank statement is showing my salary, is it okay not to provide this paper?
Thanks
","paperwork, italy, tourist-visas"
Where can I listen to authentic Fado in Lisbon?,"I am looking for a nice place to listen to fado in Lisbon.
Unfortunatly there are too many tourist oriented venues. 
Not that Fado is bad there, but you're certainly going to pay tourist prices and, worst of all, you may not feel the real atmosphere with locals. Fado needs a special mood.
It's not a requirement at all but if anyone knows a nice place for ""bummer"" fado that would be great.

","portugal, music, lisbon"
Long stay visa and 90/180 rule,"I got a short stay tourist visa for France from 24th Dec 2016 to 24th March 2017. I was in France for the entire duration of my visa, minus 2 days. Now I want to apply for a long-stay visitor visa starting on 23rd June. Does the 90/180 rule affect my long stay visa? In short, do I have to wait for my 180 days to be over before applying for a long stay visa?
","visas, schengen"
"Can laptop with bag be checked in at connection airport of Doha, after carrying the laptop inside cabin in the previous connecting flight","I have a flight from India to US with transit at Doha (Qatar). Connection flights are on two different partner airlines.
I want to carry my laptop with me in cabin during the flight from India to Qatar. Since USA has banned laptop inside the cabin for flights from Qatar, is it possible for me to check in the laptop bag in Qatar? Will it be delivered at same time as the luggage which I already checked in India?
",qatar-airways
Drawing cash as UK citizens while visiting US,"We’re off to the States, East to West, and I have lots of credit cards etc. but have a problem.  We used to have a Citibank account based in the UK but accessible in the States so that we could draw dollars out of ATMs. They are about to close it because we are not rich enough to warrant their business.  
I am about to transfer about $3000 from that account to a UK Barclays US$ account as a temporary measure.  That means I can withdraw dollars in the UK but what I really want to do is to pay it into some account that I can draw on when we are in the States.  I can’t open a US bank account (not a resident, no social security number etc).  Any ideas?  Large bum bag?
","usa, money, tips-and-tricks"
Are laptops currently allowed in carry-on luggage from Europe to the US?,"I've heard conflicting news stories and hearsay regarding the topic: Can I take a laptop (and also a digital SLR camera with a lithium rechargeable battery) as carry-on luggage on a flight from mainland Europe to the US? Is this policy expected to change in the next few weeks?
","air-travel, usa, europe, regulations"
"Is it possible to leave a bicycle for the day at Karlsplatz, Vienna?","Karlsplatz is one of the best-connected public transport hubs in Vienna. Is there provision for leaving a bicycle securely there whilst I travel for the day on public transport (U-Bahn, tram, etc) and then return in the evening? I might be doing this regularly.
","bicycles, vienna"
How to dress for Himachal Pradesh in October?,"I can't find historical weather data for October (or any other month) in Himachal Pradesh. Is it cold? Snowy?
What would be a good idea to bring for minimalistic clothes packing?
","weather-and-climate, clothing, north-india"
Are sunflower seeds popular in North Indian food?,"I have an allergy for sunflower seeds. Are sunflower seeds popular in North Indian food, or is it safe for me to eat whatever is there?
Just sunflower seeds. I am fine with sunflower oil.
","india, health, food-and-drink, dietary-restrictions, north-india"
I need help with EEA family permit,"I'm new here and I need your help about EEA family permit.
I am Montenegrin citizen and my wife is both Serbian and Hungarian citizen, I have a brother who lives in UK and we want to move there. My brother wants to guarantee for us but he does not know how; he is married, has his own house, and him and his wife have good jobs. My brother should get citizenship UK.
My questions are:

Does anyone know how to guarantee (example form) and if it can be guaranteed without a British passport, only with citizenship?
How important is the quadrature of the house and whether it should have a separate room for us?

Me and my wife are unemployed, we have some savings but it would therefore like to guarantee my brother for us.
","visas, uk"
Where can I find a map of paid street parking zones in Munich?,"Some parts of Munich have street parking which is either charged by the hour or only available to local residents. People traveling to Munich by car might be interested in finding out the parking regulations in advance so that they don't have to circle around looking for a suitable place to park.
Where can one find a detailed map of paid parking zones in Munich?
","automobiles, munich"
Mountain road between Batumi and Akhaltsikhe,"Is it realistic to hire a ""taxi"" or a marshrutka to go from Batumi to Akhaltsikhe and then to Borjomi via the mountain road?
The idea is to see the sights, those ancient bridges, etc.
How much may it cost?
Is it safe to travel this road in September?
","georgia-country, taxis, off-road, batumi, marshrutkas"
Do I need a visa to travel to Romania and Bulgaria if I have a Temporary Croatian Residence permit?,"I am from Pakistan and I have a Croatian temporary residence permit as an Erasmus student.
I want to travel from Zagreb to Romania and Bulgaria for a short visit: do I need a tourist visa in those cases? 
","visas, romania, bulgaria, croatian-citizens"
UK visa for parents and sister from Ghana to attend graduation refused V4.2 (a) and (c) - should we reapply now?,"I applied for a visitor visa for my parents and sister to attend my PhD graduation in July and to visit my family for 3 weeks but they have all been refused under V4.2 (a) and (c) - see refusal letters below. Some of the reasons are simply mistakes on my part and that of my parents/sister. I am just wondering whether addressing these issues and reapplying is worth it. For instance I forgot to add my birth certificate to show that they are my parents and my parents did not add their bank statements and land/house documents because apparently they were not asked at the VAC. Is there any hope with reapplying? My graduation is on 17th July and I very much would like for them to be here and to see their grandchildren (which I also stated in the cover letter). 
The relevant portions of my parents refusal letter are:



Should we go ahead and reapply now with the right documentations or is it a waste of money and hope? I feel we can easily address their issues but I do not know if that will be enough or they will come up with some other grounds. We plan on adding the land title certificate, rent income book and house valuation as evidence of my parents' ties to Ghana. Will there be grounds to say they do not earn enough money even though there is monthly pension payment for my Dad? I have a very small time window before my graduation is up. 
","customs-and-immigration, visa-refusals, standard-visitor-visas"
Australian immigration long-stay 457 visa - do we need to pay tax on our engagement ring?,"Edit: moved this over to the expatriates stackexchange: https://expatriates.stackexchange.com/questions/11098
","visas, customs-and-immigration, australia, import-taxes"
"Is it necessary to make a hotel reservation, or book your round-trip flight ticket for a Canada tourist visa?","I don't have definite plans and do not have friends/family that I'm planning on visiting in Canada.
Instructions for the Temporary visa application

","canada, tourist-visas"
Is TSA Pre-Check's KTN more reliable than Global Entry's?,"A few months ago I got TSA Pre-Check because I had a last minute domestic flight and was able to schedule the interview quickly.  As I will be flying out of the country in a few months, I just got approved for Global Entry, so I now have two KTNs.  I know I can use either.
From what I've read, though, it seems that Global Entry is spotty with whether or not you actually get Pre-Check.  I've read some people getting it about 50% of the time.  Aside from random selection for full screening, will it be more reliable to use my Pre-Check KTN rather than my new GE number?
Thanks!
","global-entry, tsa-precheck"
Can Iranian/German dual citizen transit in Iran on the German passport?,"I'm in the airport and met an Iranian/German dual citizen.  
He is not carrying his Iranian passport. 
He is 18 years old and if found out, he should do military service in Iran. 
Is it possible for him to transit in Iran? Or can he get in trouble? 
Sorry for the quick question, flight is departing in one hour and a half. 
","transit-visas, dual-nationality, iran, german-citizens, iranian-citizens"
Flight diversion + visa issues,"What happens if a flight gets diverted to an airport where I don't have rights to enter the country?
","visas, air-travel, emergencies"
Using Bitcoin as a cash withdrawal method in Iran,"As Iran's banking system is disconnected from the rest of the world due to sanctions there are limited ways to get Iranian Rial (IRR).
The only way I managed to find is to bring foreign currency (EUR/USD) into the country and exchange it. 
For obvious reasons I prefer not carrying around large amounts of cash and I was wondering if there are places in bigger cities to exchange Bitcoins for cash(IRR), and if this is possible, what are the exchange rates?  
","money, exchange, iran"
Can I gate check a laptop with the cabin laptop ban?,"Some flights prohibit laptops in the cabin.
Under such circumstances, can one gate check the laptop?  The risk of loss should be lower compared to regular checked luggage, and perhaps the traveller is not (otherwise) checking luggage at all.
","air-travel, luggage, hand-luggage, gate-check"
Is it safe to park hired 2 wheeler near Goa beaches?,"I am planning to hire a 2 wheeler in Goa for 3 full days. I love to roam Goa and beaches in 2 wheeler. I can travel wherever I want and I can stay at beaches till I am satisfied. My only concern is to park hired vehicle near beaches and I can spend time without any tensions. Any good solution appreciated.
","automobiles, rental, goa-india"
Is it possible to pay in advance for hostel booking?,"I have tried booking at different hostels using HostelWorld and Booking.com and I could only be able to make a reservation using my credit card, but not pay for the whole stay. I haven't found that option. Apparently you can only pay when you check in.
Does it depend on the webpage or the Hostel?. Has anyone here been able to pay for the complete stay before travelling?
","planning, bookings, hostels, pre-pay, payment"
Transit Visa in Ataturk Airport,"I'm a Comoros passport holder, I have a Schengen visa and I'm traveling from Dubai to Germany through Turkish airline, I will be stopped at Ataturk airport to change the flight, so do I need to have transit visa from Turkey for this purpose.
Regards
",transit
Storing luggage at Tokyo Narita Airport,"In August I will go to Japan to visit relatives and to make a trek. Since I would have both ""normal"" luggage and ""trekking"" luggage, I would like to leave my normal luggage somewhere to go on the trekking.
Is it possible to store a small suitcase at the Tokyo Narita Airport for about a week? Any idea of the costs involved?
","luggage-storage, nrt"
What are the current rules for converting Chinese currency to US?,"Many sites give advice on how to purchase Chinese RMB with dollars, but none that I have found discuss what restrictions there are on individuals converting RMB to dollars in China.  A few years ago there was a sharp limit on how many you could convert at one bank in one day.  Can anyone tell me what the rules are now, or better, tell me a reliable source so I can keep track for myself in the future?
I expect go to a bank to do it.  Or would it be better to buy a money transfer at Western Union? 
","money, china"
How can I effectively haggle for a decently-priced auto ride?,"Pretty much wherever you go in India, you'll come across 3 wheeled autos or auto rickshaws, which normally look like this:

In some places where you want to get one, there's an office or cabin where you can go, pay a small fee, and get a fixed price for the trip. As long as you can successfully communicate where it is you want to go, this gives a known low price, and you're all set.
I'm told that almost all autos have a meter, and that's how most locals handle it for shorter journeys. However, since it's fairly obvious to anyone looking at me that I'm not a local, and I'm normally trying to get an auto outside of a hotel / bar / office, they never seem to want to use the meter for me....
That leaves two options. One that should be avoided - hop in, give a destination, negotiate a price on arrival. Seriously - never do this, you'll get massively ripped off! The other is to negotiate (haggle) for a fixed price before you set off. This can give a good deal, if you know what price to start at, and how to haggle. It can give a bad deal if you don't!
What strategies can you use to ensure you negotiate a decent price for your trip?
(As an example of variability, on my first trip I paid what I thought was a good price, but turned out to be about 10 times what it should've been. Yesterday I went from my hotel to meet some friends, mid evening, and paid twice what my friends negotiated for my return at the late-night rate!)
","india, taxis, haggling"
Do you really need a visa to transfer through Heathrow?,"My wife and step-daughter, both from the Philippines, wonder if they can go via London Heathrow when going from Oslo, Norway, back to Manila, Philippines.  There are SO many rumours that you'll need a VISA just for transfer, so what is the FACT?  They are Philippine citizens, with a valid visa for Norway/Schengen (BUT the old one is expired, and the new one not in their Passports yet...) if THAT matters - and on their way back to their homeland.  They'll go with a SAS-flight from Oslo to Heathrow, and a Catay Pacific from Heathrow to Manila.
Will they need any VISA for the transfer...?
","transit-visas, lhr"
"Son in UK, should I apply for long term UK visa?","I have a son in UK and was wondering if I could get a long term UK visa.
Searching on the web I hear that long-term visas (2, 5, 10 years) are almost never given and you have to show you have an ongoing need to travel to UK which is unlikely to change in the future.
I have never applied for a UK visa but my son works there and I would like to go on weekends to visit him.
Do you think I should apply for a 2, 5 year visa or just a standard 6 month visa?
Also, do you know if the standard 6 month allows me for multiple entries or only 1 entry for a stay up to 6 months?
","visas, uk, long-term"
Can an indian citizen with US B1/B2 visitor visa travel to US from the UK,"After visiting the UK, can an Indian citizen with US B1/B2 visitor visa travel to the US?
","visas, usa, customs-and-immigration, indian-citizens, novice-travellers"
Am I eligible for non-ECR category passport?,"I am a citizen of India and am applying for a passport. I am confused about the right category, Emigration Check Required (ECR) or whether I am eligible for the non-ECR category. I passed diploma & my current age is 34. 
","passports, indian-citizens, ecr"
Can I enter Cyprus using Schengen visa?,"I have a valid Schengen visa from France, and I visited France couple of months ago. I would like to ask if I can access Cyprus without obtaining a Cyprus visa. 
Is my Schengen visa enough?
","visas, schengen, cyprus, saudi-citizens"
How to read Donan bus schedule (Hokkaido),"Here is a schedule.
I need to take Donan bus from Station Toyako to Lake View Nonokaze Hotel at Toyako Onsen in the afternoon. Next morning, I need take back to Toyako Station. I can't understand the chart. Can somebody help me with that?
","japan, buses, japanese-language"
Question: Funds available for my stay (CAD),"I was filling the application form for Canadian visitor visa. There was a field that asked me to tell the funds available for my stay in Canada.
1) Is it asking me to tell the total funds that I have in my bank etc? 
2) Or, is it asking me to tell the funds I am bringing to Canada for my stay?
","visas, canada, proof-provenance-of-funds"
Can Dominicans with US visas visit Niagara Falls on the Canadian side?,"We have friends, a married couple from the Dominican Republic, coming to the US on 30-day visas. We are US passport holders, and would like our friends to the Canadian side of Niagara Falls. Are they allowed to enter Canada for a few hours to a day with their DR passports and US visas? Do they need a visa to enter Canada and can they leave the US and re-enter with their 30-day US visas? 
","visas, usa, canada, dominican-citizens"
Transit in Amsterdam,"I'm Lebanese, planning my trip to Ecuador. A single ticket is almost impossible from Beirut; there would be two stops in EU countries, which would require a Schengen visa. I'm planning to book 2 separate tickets: Beirut to Amsterdam, and Amsterdam to Quito. I will only have my backpack and will transit in AMS. Lebanese citizens do not need a visa to transit in Amsterdam.
What should I do in order to avoid problems, such as not allowing me to board because there are two separate tickets? 
","transit, ams, lebanese-citizens"
US visitor visa question?,"How difficult it is to get a US visitor visa for Indian citizens? I've been living in Hungary for 4 years and I plan to apply for a visitor visa at US embassy in Budapest.
My plans are to visit New York, Los Angeles, Washington, Florida for a couple of weeks in total. I have been previously refused UK tourist visa early 2015.
I own a small business in Hungary, and I work online as freelancer. I make about $1500 a month and have $10K at my disposal. 
I plan at staying hotels while in US and wondering how much it would cost me to spend couple of weeks in US. 
I have traveled to almost to ALL European countries, have extensive travel history but I'm a bit worried about the visa process. I have never visited US before and I have clear intention of leaving the US as I have strong ties to my home.
","visas, usa, indian-citizens"
How to visit Canada for tourism,"I'm from India & I want to visit Canada as a tourist. I'll be staying in Quebec only. I have a few people (my mentors) to meet in Quebec. I want to stay for 6 months as a tourist and learn Canadian culture (mostly French). I have a few friends in Quebec, so accommodation will not be a problem. They can sponsor and write sponsorship letter for me so I don't have to pay for hotel & food. I'll be staying & eating with them.
How much money do I have to show in bank for visa & for how long I have to show the money in bank to get a 6 months visa?
","visas, indian-citizens, canada"
Sprint iPhone 5c compatibility in Australia,"I currently have a locked Sprint iPhone 5c from the US, which I'd like to take on a two-month trip to Australia.
I gather that I can unlock my phone by calling Sprint, then buy a local sim card and swap it in once I arrive.
I'm having a difficult time getting accessible information about compatibility. Will all features of the phone (talk, text, data, etc.) still work with the right prepaid sim card? Or are some components of the iPhone 5c incompatible with other networks?
Edit: Thanks for the help so far! I do indeed have a model A1456. I'm hearing from choster that I should be okay as long as the SIM provider uses LTE band 1,3, or 5 (pretty sure I can figure out how to look that up) and from Johns-305 that it needs to be dual-band (am I okay here?). I'm getting slightly conflicting advice; can someone clarify matters for the technically illiterate? ;).
","australia, cellphones"
Reinstate Known Traveller Number,"My son's KTN was revoked due to a false identification on a warrant. He was cleared by the courts. How does he get his KTN reinstated?
",usa
Do I need a transit to pass through Cuba to Bahamas?,"Is transit visa required for a Nigerian passport holder traveling to Bahamas with Bahamas tourist visa and flying 3 different flights from Nigeria to the final destination  
Nigeria to Dubai, (Emirates)
Dubai to Cuba (Aeroflot)
Cuba to Bahamas (Air Bahamas) 
","transit, nigerian-citizens"
Meeting place in CDG,"I will be arriving into terminal 1 at CDG and other family members will be arriving into terminal 2B.  Where is the best place to meet to after collecting our bags and to meet our shuttle to the city?
",cdg
Why don't we ask air travelers to choose their meal in advance?,"I have read that food waste in airplane is unavoidable because airline companies do not know what passengers will eat and drink. Therefore, they carry more food/drinks than needed (I have found various figures like 110% more, double meals for each passenger, . . . ) and because of strict regulations when arriving, they have to destroy all unconsumed food. It is unfortunately forbidden to donate the food surplus. 
What could be the difficulties in asking air travelers to pre-order their meals before their flight?
","air-travel, airlines, food-and-drink, aircraft"
At the border: Canada ETA for Dutch citizens,"I am visiting Canada for 3 weeks. I have a Netherlands passport. I will be arriving by air, and have applied for and received an ETA. I was wondering if anyone else on here has visited Canada with an ETA and can tell me what happens at immigration at Canada? Do they ask a lot of questions? Do they ask to see your return ticket, proof of stay (hotel/letter from a friend), proof of funds etc.? And is there a form to complete at immigration?
","air-travel, canada, borders, eta"
"What is the fastest theoretical route for the London ""Tube Challenge""?","The ""Tube Challenge"" is the accepted name for the Guinness World Record attempt to visit all the stations on the London Underground network in the fastest time possible.
The rules are here.
The current record has stood since 2006.
Some people point out that the problem can be likened to the ""Travelling Salesman"" problem in computer science.
On tubechallenge.com, some people have made mention of considering Dijkstra's shortest path algorithm to find a fastest path.
Another poster said it was possible that with calculus the fastest possible route was 18 hours and 50 minutes, but they make no mention of what this route would be.
What IS the theoretical fastest route around the London tube stations, given you can also travel overground?
","public-transport, london, factoids, routes, tfl"
